"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-06-21 16:15:11 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2016,"Syrian Arab Rep.",Jordan,"U / FI",43,43,137,,,131,11,142,38,38
2016,Thailand,Jordan,"U / AR",*,*,,,,*,,*,0,0
2016,Thailand,Jordan,"U / FI",*,*,,,,*,*,*,0,0
2016,Turkey,Jordan,"U / FI",51,51,23,6,,*,14,21,53,53
2016,Ukraine,Jordan,"G / JR",11,*,*,0,,*,*,*,11,*
2016,Ukraine,Jordan,"G / FI",9,*,*,0,0,*,*,7,6,*
2016,"United States of America",Jordan,"G / IN",471,,490,32,,,23,55,911,
2016,"United States of America",Jordan,"G / EO",138,,35,,,6,34,40,175,
2016,Yemen,Jordan,"U / FI",*,*,*,*,,,*,*,*,*
2016,"South Africa",Jordan,"G / AR",*,0,,,,,*,*,0,
2016,"South Africa",Jordan,"G / FI",10,*,*,,,7,,7,7,
2016,Argentina,Japan,"G / FI",,,,,,,,,0,0
2016,Australia,Japan,"G / FI",8,0,9,*,0,6,0,9,*,0
2016,Australia,Japan,"G / AR",*,0,*,0,0,*,0,*,*,0
2016,Austria,Japan,"G / FA",,,*,0,0,,0,,*,
2016,Canada,Japan,"G / FI",*,,*,,,5,,5,7,
2016,Germany,Japan,"G / NA",0,,,,,,,,,0
2016,Germany,Japan,"G / RA",,,*,,,,,,*,0
2016,Germany,Japan,"G / JR",*,,,0,0,*,0,*,0,0
2016,France,Japan,"G / FI",0,,7,0,0,*,,*,,
2016,"United Kingdom",Japan,"G / AR",,,*,0,,0,0,,,0
2016,"United Kingdom",Japan,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Japan,"G / FI",*,0,*,0,0,*,0,*,*,0
2016,Hungary,Japan,"G / FA",0,,,0,0,*,0,*,0,0
2016,Hungary,Japan,"G / RA",,,*,,,,,,,
2016,"Rep. of Moldova",Japan,"G / JR",*,*,,,,*,,*,0,0
2016,Netherlands,Japan,"G / FI",*,,0,,,,,,,
2016,"New Zealand",Japan,"G / FI",0,0,*,0,0,0,0,,*,
2016,Sweden,Japan,"G / FI",*,,*,0,0,0,*,*,*,
2016,Sweden,Japan,"G / RA",0,,*,0,0,0,*,*,0,
2016,"United States of America",Japan,"G / EO",26,,*,,,,0,,21,
2016,"United States of America",Japan,"G / IN",27,,15,,,,*,*,40,
2016,Afghanistan,Kazakhstan,"U / FI",,,*,,,,*,*,0,0
2016,Argentina,Kazakhstan,"G / JR",*,,,,,,,,*,0
2016,Argentina,Kazakhstan,"G / FI",,,,,,,,,0,0
2016,Australia,Kazakhstan,"G / AR",*,0,,0,0,*,0,*,0,0
2016,Australia,Kazakhstan,"G / FI",*,0,*,0,0,0,0,,5,0
2016,Austria,Kazakhstan,"G / FA",102,,40,24,*,17,11,55,107,
2016,Belgium,Kazakhstan,"G / FI",5,0,7,,,5,*,6,10,0
2016,Belgium,Kazakhstan,"G / JR",*,0,*,*,,6,*,8,,0
2016,Belgium,Kazakhstan,"G / RA",,,6,,,,*,*,,
2016,Belarus,Kazakhstan,"G / FI",*,0,*,,*,,*,*,0,
2016,Canada,Kazakhstan,"G / FI",11,,17,13,,*,*,18,59,
2016,Switzerland,Kazakhstan,"G / FI",,,*,,,,,,,
2016,"Czech Rep.",Kazakhstan,"G / RA",,,*,,,,,,,0
2016,"Czech Rep.",Kazakhstan,"G / FI",12,0,16,,*,9,*,14,16,0
2016,Germany,Kazakhstan,"G / NA",132,,96,*,,73,47,121,135,0
2016,Germany,Kazakhstan,"G / RA",29,,26,,,,18,18,38,0
2016,Germany,Kazakhstan,"G / JR",20,,,0,*,0,14,17,65,0
2016,Denmark,Kazakhstan,"G / AR",,,*,,,,,,*,
2016,Denmark,Kazakhstan,"G / FI",,,8,,,,*,*,*,
2016,Egypt,Kazakhstan,"U / FI",*,*,,,,,,,*,*
2016,Spain,Kazakhstan,"G / FI",5,,12,*,,*,,*,15,
2016,Finland,Kazakhstan,"G / RA",,,,,,,,,,
2016,Finland,Kazakhstan,"G / FI",,,*,,,,*,*,*,
2016,France,Kazakhstan,"G / RA",,,19,0,*,7,12,21,,
2016,France,Kazakhstan,"G / FI",72,,102,8,8,69,,85,,
2016,France,Kazakhstan,"G / AR",63,,37,16,*,51,*,73,23,
2016,"United Kingdom",Kazakhstan,"G / FI",12,0,6,*,0,0,0,*,10,0
2016,"United Kingdom",Kazakhstan,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Kazakhstan,"G / AR",,,0,0,,*,0,*,,0
2016,Georgia,Kazakhstan,"G / FI",0,0,*,,,*,,*,0,0
2016,Greece,Kazakhstan,"G / AR",,,*,,,,,,*,
2016,Greece,Kazakhstan,"G / FI",,,*,,,*,,*,*,
2016,Hungary,Kazakhstan,"G / FI",,,*,,,,,,,
2016,Hungary,Kazakhstan,"G / FA",*,,,0,0,*,0,*,*,0
2016,India,Kazakhstan,"U / FI",*,*,0,*,,0,0,*,0,0
2016,Ireland,Kazakhstan,"G / SP",0,,0,0,,0,0,,0,
2016,Iraq,Kazakhstan,"U / FI",*,*,,,,,,,*,*
2016,Iceland,Kazakhstan,"G / FI",*,,7,*,,,,*,*,
2016,Italy,Kazakhstan,"G / FI",0,0,*,0,0,*,0,*,*,0
2016,Jordan,Kazakhstan,"U / FI",*,*,0,0,0,0,0,,*,*
2016,Kyrgyzstan,Kazakhstan,"G / FI",*,*,*,0,0,*,0,*,*,*
2016,"Rep. of Korea",Kazakhstan,"G / FA",37,,539,*,,136,40,179,399,0
2016,Liechtenstein,Kazakhstan,"G / FI",,,*,,,,,,,0
2016,Lithuania,Kazakhstan,"G / FI",*,,*,*,,,,*,*,
2016,Luxembourg,Kazakhstan,"G / RA",,,*,,,,,,,
2016,Luxembourg,Kazakhstan,"G / FI",*,,*,,,,,,*,0
2016,Latvia,Kazakhstan,"G / FI",*,,*,,*,,*,5,0,
2016,Namibia,Kazakhstan,"G / FI",,,*,,,,,,*,*
2016,Netherlands,Kazakhstan,"G / FI",13,,23,*,,*,17,20,15,
2016,Netherlands,Kazakhstan,"G / RA",,,0,,,,,,,
2016,Norway,Kazakhstan,"G / FI",*,,*,,,,*,*,5,
2016,Norway,Kazakhstan,"G / AR",5,,11,,,12,,12,0,
2016,"New Zealand",Kazakhstan,"G / FI",*,0,0,*,0,0,0,*,0,
2016,Poland,Kazakhstan,"G / AR",,,5,,,*,*,*,,
2016,Poland,Kazakhstan,"G / FI",5,,42,,*,15,17,33,22,0
2016,"Russian Federation",Kazakhstan,"G / FI",*,*,5,0,0,0,7,7,0,0
2016,"Russian Federation",Kazakhstan,"G / TA",*,*,6,0,0,0,*,*,5,5
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Kazakhstan,"G / FI",*,*,,*,,,,*,0,0
2016,Slovenia,Kazakhstan,"G / FI",5,0,,5,,,,5,,0
2016,Sweden,Kazakhstan,"G / RA",74,,70,*,12,52,27,92,55,
2016,Sweden,Kazakhstan,"G / AR",24,,169,0,18,117,13,148,46,
2016,Sweden,Kazakhstan,"G / FI",153,,185,*,16,98,160,276,64,
2016,Thailand,Kazakhstan,"U / FI",*,*,,,,,*,*,0,0
2016,Turkey,Kazakhstan,"U / FI",60,60,15,0,,0,22,22,53,53
2016,Ukraine,Kazakhstan,"U / FI",0,0,*,0,,0,0,,*,*
2016,Ukraine,Kazakhstan,"G / FI",*,*,*,0,0,0,0,,7,6
2016,Ukraine,Kazakhstan,"U / AR",*,*,0,0,,0,,,*,*
2016,Uruguay,Kazakhstan,"G / FI",,,*,,,,,,*,*
2016,"United States of America",Kazakhstan,"G / EO",240,,12,22,,*,28,54,245,
2016,"United States of America",Kazakhstan,"G / IN",440,,440,31,,,44,75,806,
2016,Argentina,Kenya,"G / FI",,,,,,,,,0,0
2016,Australia,Kenya,"G / AR",17,0,11,*,0,8,*,14,14,0
2016,Australia,Kenya,"G / FI",63,0,44,22,0,27,0,49,52,0
2016,Austria,Kenya,"G / FA",26,,8,*,*,6,0,9,24,
2016,Belgium,Kenya,"G / JR",*,0,14,,,10,*,11,6,0
2016,Belgium,Kenya,"G / FI",*,0,9,*,,7,,9,6,0
2016,Belgium,Kenya,"G / RA",,,10,,,,9,9,,
2016,Bahamas,Kenya,"J / FI",,,*,,,,,,*,*
2016,"Bosnia and Herzegovina",Kenya,"G / JR",,,*,,,,,,*,*
2016,Brazil,Kenya,"G / FI",34,10,9,0,,*,,*,42,9
2016,Botswana,Kenya,"G / FI",*,*,,,,,,,*,*
2016,Canada,Kenya,"G / FI",31,,59,20,,16,*,37,82,
2016,Switzerland,Kenya,"G / FI",*,0,*,0,*,*,*,8,*,0
2016,Chile,Kenya,"G / FI",,,*,*,,,,*,0,0
2016,China,Kenya,"U / AR",*,*,*,,,,*,*,*,*
2016,China,Kenya,"U / FI",*,*,5,,,*,*,5,*,*
2016,"Costa Rica",Kenya,"G / FI",0,0,*,0,,*,0,*,0,0
2016,Germany,Kenya,"G / RA",11,,7,,,*,12,13,13,0
2016,Germany,Kenya,"G / JR",118,,,0,*,54,60,117,148,0
2016,Germany,Kenya,"G / NA",147,,186,,*,111,69,183,178,0
2016,Denmark,Kenya,"G / AR",*,,*,,,,*,*,*,
2016,Denmark,Kenya,"G / FI",*,,7,,,,*,*,,
2016,Egypt,Kenya,"U / FI",*,*,*,0,,*,*,*,*,*
2016,Spain,Kenya,"G / FI",5,,*,,,,,,5,
2016,Ethiopia,Kenya,"J / FI",346,346,66,,,,,,412,412
2016,Finland,Kenya,"G / RA",*,,,,,*,,*,,
2016,Finland,Kenya,"G / FI",*,,*,*,,*,,*,*,
2016,France,Kenya,"G / FI",65,,31,14,*,45,,61,,
2016,France,Kenya,"G / RA",,,*,,,,,,,
2016,France,Kenya,"G / AR",6,,18,*,0,*,0,7,17,
2016,"United Kingdom",Kenya,"G / RA",,,*,0,0,0,*,*,,0
2016,"United Kingdom",Kenya,"G / FI",100,0,110,10,10,57,9,86,127,0
2016,"United Kingdom",Kenya,"G / AR",,,29,9,,26,0,35,,0
2016,Georgia,Kenya,"G / FI",0,0,*,,,,,,*,0
2016,Greece,Kenya,"G / RA",,,*,,,,,,,
2016,Greece,Kenya,"G / FI",9,,*,*,,11,*,14,*,
2016,Greece,Kenya,"G / AR",*,,14,,,*,*,*,15,
2016,Hungary,Kenya,"G / RA",,,0,,,,,,,
2016,Hungary,Kenya,"G / FI",,,0,,,,,,,
2016,Hungary,Kenya,"G / FA",*,,,0,0,0,*,*,0,0
2016,India,Kenya,"U / FI",*,*,0,0,,0,*,*,0,0
2016,Ireland,Kenya,"G / SP",*,,*,0,,0,*,*,*,
2016,Ireland,Kenya,"G / FI",*,,*,0,,*,*,*,*,
2016,Ireland,Kenya,"G / AR",5,,*,*,,*,*,6,*,
2016,Italy,Kenya,"G / FI",13,0,20,*,11,7,0,21,13,0
2016,Jordan,Kenya,"U / FI",16,16,8,0,0,*,*,*,22,22
2016,Jordan,Kenya,"U / AR",0,0,*,0,0,0,0,,*,*
2016,"Rep. of Korea",Kenya,"G / FA",16,,27,,,13,6,19,25,*
2016,Lebanon,Kenya,"U / AR",*,*,5,,,,,,6,6
2016,Lebanon,Kenya,"U / FI",22,,*,,,7,11,18,8,8
2016,Luxembourg,Kenya,"G / FI",*,,*,,,*,,*,,
2016,Luxembourg,Kenya,"G / AR",,,*,,,,,,*,0
2016,Morocco,Kenya,"U / AR",*,*,0,0,0,*,0,*,0,0
2016,Morocco,Kenya,"U / FI",*,*,0,0,0,0,*,*,0,0
2016,Mozambique,Kenya,"G / FI",,,*,,,,,,*,*
2016,Malawi,Kenya,"G / AR",*,*,0,0,0,0,0,,*,*
2016,Malaysia,Kenya,"U / FI",*,*,*,,,*,*,*,*,*
2016,Namibia,Kenya,"G / FI",*,*,*,,,,,,*,*
2016,Netherlands,Kenya,"G / FI",*,,6,*,,*,*,6,*,
2016,Netherlands,Kenya,"G / RA",*,,*,,,,,,*,
2016,Norway,Kenya,"G / FI",7,,*,,,5,*,6,,
2016,Norway,Kenya,"G / AR",*,,7,,,*,,*,5,
2016,Panama,Kenya,"G / FI",*,*,*,0,0,0,0,,7,*
2016,Philippines,Kenya,"G / FA",*,,0,0,0,0,0,,*,0
2016,Portugal,Kenya,"G / FI",*,,,,,*,,*,0,
2016,Rwanda,Kenya,"G / FI",*,*,,,,*,,*,*,*
2016,Somalia,Kenya,"U / FI",0,0,*,,,,,,*,*
2016,"South Sudan",Kenya,"U / FI",*,*,*,0,0,0,0,,*,*
2016,Sweden,Kenya,"G / AR",*,,36,0,0,17,*,20,19,
2016,Sweden,Kenya,"G / FI",30,,39,5,*,17,12,36,33,
2016,Sweden,Kenya,"G / RA",33,,35,*,*,26,6,37,30,
2016,Thailand,Kenya,"U / FI",*,*,*,,,*,,*,*,*
2016,Turkey,Kenya,"U / AR",*,*,*,,,,,,*,*
2016,Turkey,Kenya,"U / FI",5,5,*,0,,*,*,*,5,5
2016,Uganda,Kenya,"G / FA",220,220,7,*,0,*,7,9,218,218
2016,Ukraine,Kenya,"G / JR",6,0,0,0,,0,0,,6,0
2016,"United States of America",Kenya,"G / IN",848,,709,54,,*,53,108,1474,
2016,"United States of America",Kenya,"G / EO",409,,59,8,,14,74,96,398,
2016,"Venezuela (Bolivarian Republic of)",Kenya,"G / FI",*,*,,,,,*,*,0,0
2016,Yemen,Kenya,"U / FI",*,*,,,,,*,*,0,0
2016,"South Africa",Kenya,"G / AR",118,12,,,,,118,118,0,
2016,"South Africa",Kenya,"G / FI",135,14,142,*,,179,,183,94,
2016,Zimbabwe,Kenya,"G / FI",0,0,6,0,0,6,0,6,0,0
2016,Afghanistan,Kyrgyzstan,"U / FI",*,*,,,,*,,*,0,0
2016,Afghanistan,Kyrgyzstan,"U / AR",0,0,*,,,,,,*,*
2016,Argentina,Kyrgyzstan,"G / FI",,,,,,,,,0,0
2016,Australia,Kyrgyzstan,"G / FI",17,0,*,6,0,9,0,15,13,0
2016,Australia,Kyrgyzstan,"G / AR",*,0,*,0,0,*,0,*,*,0
2016,Austria,Kyrgyzstan,"G / FA",58,,31,7,6,*,*,20,68,
2016,Azerbaijan,Kyrgyzstan,"U / FI",0,0,*,,,,*,*,0,0
2016,Belgium,Kyrgyzstan,"G / FI",11,0,17,6,,6,*,13,28,0
2016,Belgium,Kyrgyzstan,"G / RA",,,11,,,,5,5,,
2016,Belgium,Kyrgyzstan,"G / JR",*,0,5,,,7,,7,*,0
2016,Bulgaria,Kyrgyzstan,"G / RA",,,*,,,,,,*,*
2016,Bulgaria,Kyrgyzstan,"G / FI",,,*,,,*,,*,5,5
2016,Belarus,Kyrgyzstan,"G / FI",*,0,*,,*,,*,*,0,
2016,Canada,Kyrgyzstan,"G / FI",13,,20,14,,*,*,20,17,
2016,Switzerland,Kyrgyzstan,"G / FI",8,0,*,0,0,*,0,*,10,0
2016,Chile,Kyrgyzstan,"G / FI",5,,,,,,,,5,0
2016,"Czech Rep.",Kyrgyzstan,"G / RA",,,*,,,,,,,0
2016,"Czech Rep.",Kyrgyzstan,"G / FI",21,0,8,*,*,5,10,21,12,0
2016,Germany,Kyrgyzstan,"G / NA",89,,193,15,*,32,28,78,214,0
2016,Germany,Kyrgyzstan,"G / JR",53,,,0,*,11,11,23,26,0
2016,Germany,Kyrgyzstan,"G / RA",19,,5,,,*,*,6,14,0
2016,Denmark,Kyrgyzstan,"G / AR",,,*,,,,*,*,,
2016,Denmark,Kyrgyzstan,"G / FI",*,,,,,,*,*,,
2016,Egypt,Kyrgyzstan,"U / FI",0,0,*,0,,*,0,*,*,*
2016,Spain,Kyrgyzstan,"G / FI",,,*,,,,,,5,
2016,Estonia,Kyrgyzstan,"G / FI",,,,,,*,,*,,
2016,Finland,Kyrgyzstan,"G / RA",,,,,,,,,,
2016,Finland,Kyrgyzstan,"G / FI",5,,*,,,*,*,5,*,
2016,France,Kyrgyzstan,"G / RA",,,10,,,,,,,
2016,France,Kyrgyzstan,"G / AR",33,,13,7,0,25,0,32,7,
2016,France,Kyrgyzstan,"G / FI",20,,33,*,*,23,,26,,
2016,"United Kingdom",Kyrgyzstan,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Kyrgyzstan,"G / FI",11,0,9,*,0,5,*,9,5,0
2016,"United Kingdom",Kyrgyzstan,"G / AR",,,*,0,,*,0,*,,0
2016,Hungary,Kyrgyzstan,"G / FI",,,5,,,,,,,
2016,Hungary,Kyrgyzstan,"G / FA",*,,,0,0,0,*,*,5,0
2016,Ireland,Kyrgyzstan,"G / SP",0,,0,0,,0,0,,0,
2016,Ireland,Kyrgyzstan,"G / FI",*,,9,*,,0,*,*,6,
2016,Italy,Kyrgyzstan,"G / FI",6,0,14,0,*,*,0,6,14,0
2016,Jordan,Kyrgyzstan,"U / FI",*,*,0,0,0,0,0,,*,*
2016,"Rep. of Korea",Kyrgyzstan,"G / FA",20,,92,,,27,10,37,77,*
2016,Lithuania,Kyrgyzstan,"G / FI",*,,9,,,*,,*,*,
2016,Luxembourg,Kyrgyzstan,"G / FI",*,,*,,,,*,*,*,0
2016,Latvia,Kyrgyzstan,"G / FI",,,*,*,,,,*,0,
2016,"Rep. of Moldova",Kyrgyzstan,"G / JR",6,6,,*,,,,*,*,*
2016,"Rep. of Moldova",Kyrgyzstan,"G / FI",*,*,*,*,,,,*,*,*
2016,Netherlands,Kyrgyzstan,"G / FI",,,9,,,,*,*,6,
2016,Netherlands,Kyrgyzstan,"G / RA",*,,*,0,,*,,*,*,
2016,Norway,Kyrgyzstan,"G / FI",10,,*,,,*,9,11,*,
2016,Norway,Kyrgyzstan,"G / AR",10,,16,,,12,*,16,6,
2016,Norway,Kyrgyzstan,"G / RA",*,,,,,*,*,*,,
2016,Poland,Kyrgyzstan,"G / FI",61,,43,,*,31,54,86,24,0
2016,Poland,Kyrgyzstan,"G / AR",,,18,*,*,15,*,19,,
2016,Portugal,Kyrgyzstan,"G / FI",*,,*,,,,*,*,*,
2016,"Russian Federation",Kyrgyzstan,"G / TA",*,*,13,0,*,0,9,13,5,5
2016,"Russian Federation",Kyrgyzstan,"G / FI",10,10,8,0,0,0,14,14,*,*
2016,Sweden,Kyrgyzstan,"G / AR",19,,103,0,0,68,14,82,34,
2016,Sweden,Kyrgyzstan,"G / RA",45,,58,*,9,36,12,59,45,
2016,Sweden,Kyrgyzstan,"G / FI",108,,171,5,0,82,131,218,63,
2016,"Syrian Arab Rep.",Kyrgyzstan,"U / JR",,,*,,,,,,*,*
2016,"Syrian Arab Rep.",Kyrgyzstan,"U / FI",,,*,,,*,,*,0,0
2016,Turkey,Kyrgyzstan,"U / AR",8,8,*,,,,9,9,0,0
2016,Turkey,Kyrgyzstan,"U / FI",92,92,27,0,,*,15,16,103,103
2016,Ukraine,Kyrgyzstan,"G / FI",25,25,*,0,0,*,0,*,25,19
2016,Ukraine,Kyrgyzstan,"U / AR",0,0,6,0,,6,,6,0,0
2016,Ukraine,Kyrgyzstan,"U / FI",16,16,0,0,,9,0,9,7,7
2016,Ukraine,Kyrgyzstan,"G / JR",132,28,12,0,,8,16,24,120,32
2016,"United States of America",Kyrgyzstan,"G / EO",467,,14,48,,9,53,110,471,
2016,"United States of America",Kyrgyzstan,"G / IN",847,,226,61,,,126,187,902,
2016,"South Africa",Kyrgyzstan,"G / FI",*,0,,,,*,,*,0,
2016,Argentina,Cambodia,"G / FI",,,,,,,,,0,0
2016,Australia,Cambodia,"G / FI",62,0,79,9,0,12,0,21,95,0
2016,Australia,Cambodia,"G / AR",12,0,17,*,0,*,*,5,24,0
2016,Belgium,Cambodia,"G / FI",0,0,,,,,,,*,0
2016,Canada,Cambodia,"G / FI",,,16,7,,*,*,12,21,
2016,Switzerland,Cambodia,"G / FI",0,,*,*,0,0,0,*,,0
2016,Germany,Cambodia,"G / JR",9,,,0,*,*,*,6,*,0
2016,Germany,Cambodia,"G / NA",11,,*,,,*,*,*,13,0
2016,France,Cambodia,"G / RA",,,*,0,0,0,*,*,,
2016,France,Cambodia,"G / AR",10,,12,*,0,13,0,15,7,
2016,France,Cambodia,"G / FI",48,,33,*,0,17,,18,,
2016,"United Kingdom",Cambodia,"G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom",Cambodia,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Cambodia,"G / FI",*,0,*,0,0,0,0,,*,0
2016,Guatemala,Cambodia,"G / FI",*,0,0,0,0,0,*,*,0,0
2016,Indonesia,Cambodia,"U / FI",*,*,,,,*,,*,0,0
2016,Indonesia,Cambodia,"U / AR",0,0,*,,,*,,*,0,0
2016,Ireland,Cambodia,"G / FI",0,,*,0,,0,0,,*,
2016,Italy,Cambodia,"G / FI",*,0,0,0,0,*,0,*,0,0
2016,Japan,Cambodia,"G / AR",*,,19,,,,,,10,0
2016,"Rep. of Korea",Cambodia,"G / FA",9,,57,,,31,16,47,21,0
2016,Malaysia,Cambodia,"U / FI",5,5,15,*,,,,*,19,19
2016,Philippines,Cambodia,"G / FA",*,,*,*,0,0,0,*,*,*
2016,Sweden,Cambodia,"G / AR",0,,*,0,0,*,0,*,0,
2016,Sweden,Cambodia,"G / FI",*,,0,0,0,*,0,*,*,
2016,Thailand,Cambodia,"U / FI",73,73,99,36,,13,10,59,113,113
2016,Thailand,Cambodia,"U / RA",7,7,10,14,,,*,17,0,0
2016,Thailand,Cambodia,"U / AR",5,5,7,,,*,*,5,7,7
2016,Ukraine,Cambodia,"G / JR",*,0,0,0,,0,0,,*,0
2016,"United States of America",Cambodia,"G / EO",39,,8,0,,*,0,*,29,
2016,"United States of America",Cambodia,"G / IN",10,,*,*,,0,*,*,11,
2016,Australia,Kiribati,"G / FI",*,0,0,0,0,*,0,*,0,0
2016,Germany,Kiribati,"G / JR",,,,,,,,,0,0
2016,"United Kingdom",Kiribati,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Kiribati,"G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom",Kiribati,"G / FI",0,0,0,0,0,0,0,,0,0
2016,"United States of America",Kiribati,"G / EO",0,,0,,,,0,,0,
2016,Canada,"Saint Kitts and Nevis","G / FI",5,,*,*,,*,,*,9,
2016,"United Kingdom","Saint Kitts and Nevis","G / AR",,,*,*,,0,0,*,,0
2016,"United Kingdom","Saint Kitts and Nevis","G / FI",*,0,7,0,0,*,*,*,8,0
2016,"United Kingdom","Saint Kitts and Nevis","G / RA",,,,,,,,,,0
2016,Netherlands,"Saint Kitts and Nevis","G / FI",*,,,,,,,,,
2016,Norway,"Saint Kitts and Nevis","G / AR",*,,,,,,,,*,
2016,Panama,"Saint Kitts and Nevis","G / FI",*,*,0,0,0,0,0,,*,0
2016,Sweden,"Saint Kitts and Nevis","G / AR",0,,5,0,0,5,0,5,0,
2016,Sweden,"Saint Kitts and Nevis","G / FI",*,,*,0,0,5,0,5,0,
2016,"United States of America","Saint Kitts and Nevis","G / IN",*,,0,0,,,0,,*,
2016,"South Africa","Saint Kitts and Nevis","G / FI",*,0,,,,,,,*,
2016,Australia,"Rep. of Korea","G / AR",34,0,25,0,0,15,*,19,40,0
2016,Australia,"Rep. of Korea","G / FI",148,0,52,*,0,41,0,44,47,0
2016,Belgium,"Rep. of Korea","G / FI",0,0,,,,,,,,0
2016,Brazil,"Rep. of Korea","G / FI",7,0,7,0,,0,,,14,0
2016,Canada,"Rep. of Korea","G / FI",10,,20,10,,*,*,14,26,
2016,Switzerland,"Rep. of Korea","G / FI",*,0,0,0,0,0,0,,*,0
2016,Germany,"Rep. of Korea","G / JR",0,,,0,0,0,0,,0,0
2016,Germany,"Rep. of Korea","G / NA",12,,12,,,,,,20,0
2016,Denmark,"Rep. of Korea","G / AR",,,*,,,,*,*,,
2016,Denmark,"Rep. of Korea","G / FI",*,,,,,,*,*,,
2016,Finland,"Rep. of Korea","G / FI",,,*,,,,*,*,,
2016,Finland,"Rep. of Korea","G / RA",,,,,,,,,,
2016,France,"Rep. of Korea","G / AR",*,,0,*,0,0,0,*,0,
2016,"United Kingdom","Rep. of Korea","G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom","Rep. of Korea","G / FI",*,0,9,0,0,5,*,6,10,0
2016,"United Kingdom","Rep. of Korea","G / RA",,,*,0,0,0,0,,,0
2016,Ireland,"Rep. of Korea","G / FI",*,,0,0,,*,0,*,0,
2016,Ireland,"Rep. of Korea","G / SP",0,,0,0,,0,0,,0,
2016,Italy,"Rep. of Korea","G / FI",0,0,*,0,0,0,0,,*,0
2016,Kyrgyzstan,"Rep. of Korea","G / FI",0,0,*,0,0,0,0,,*,*
2016,Netherlands,"Rep. of Korea","G / FI",,,*,0,,*,,*,,
2016,Norway,"Rep. of Korea","G / FI",,,*,,,*,*,*,,
2016,Norway,"Rep. of Korea","G / AR",,,*,,,,,,*,
2016,"New Zealand","Rep. of Korea","G / FI",0,0,*,0,0,*,0,*,*,
2016,"Russian Federation","Rep. of Korea","G / FI",0,0,*,0,0,0,*,*,0,0
2016,Sweden,"Rep. of Korea","G / AR",*,,*,0,0,*,*,*,*,
2016,Sweden,"Rep. of Korea","G / FI",*,,5,0,0,*,*,5,*,
2016,"United States of America","Rep. of Korea","G / IN",20,,27,,,,*,*,44,
2016,"United States of America","Rep. of Korea","G / EO",79,,17,*,,6,22,32,65,
2016,Argentina,Kuwait,"G / FI",,,,,,,,,0,0
2016,Australia,Kuwait,"G / AR",*,0,*,0,0,0,0,,*,0
2016,Australia,Kuwait,"G / FI",8,0,15,9,0,*,0,12,*,0
2016,Austria,Kuwait,"G / FA",7,,7,*,0,,*,*,10,
2016,Belgium,Kuwait,"G / RA",,,0,,,,,,,
2016,Belgium,Kuwait,"G / FI",*,0,*,,,,*,*,*,0
2016,Brazil,Kuwait,"G / FI",5,0,*,0,,0,,,6,0
2016,Canada,Kuwait,"G / FI",*,,15,5,,8,*,14,6,
2016,Switzerland,Kuwait,"G / FI",*,0,8,0,*,0,0,*,8,0
2016,Germany,Kuwait,"G / JR",*,,,0,0,0,*,*,*,0
2016,Germany,Kuwait,"G / NA",*,,36,*,,*,9,14,25,0
2016,Denmark,Kuwait,"G / FI",9,,29,,,,*,*,135,
2016,Denmark,Kuwait,"G / AR",*,,*,,,,*,*,*,
2016,Egypt,Kuwait,"U / FI",*,*,*,*,,*,0,*,0,0
2016,Finland,Kuwait,"G / FI",*,,*,,,,,,*,
2016,Finland,Kuwait,"G / RA",,,,,,,,,,
2016,France,Kuwait,"G / FI",5,,49,33,0,*,,36,,
2016,France,Kuwait,"G / AR",*,,*,0,0,*,0,*,0,
2016,"United Kingdom",Kuwait,"G / FI",85,0,179,47,*,33,*,84,122,0
2016,"United Kingdom",Kuwait,"G / AR",,,31,*,,10,*,15,,0
2016,"United Kingdom",Kuwait,"G / RA",,,*,0,0,0,0,,,0
2016,Greece,Kuwait,"G / FI",,,10,,,,,,10,
2016,Croatia,Kuwait,"G / FI",,,*,*,,,,*,0,0
2016,Hungary,Kuwait,"G / FI",,,*,,,,,,,
2016,Hungary,Kuwait,"G / FA",*,,,0,0,0,0,,*,0
2016,Indonesia,Kuwait,"U / FI",*,*,*,*,,,,*,*,*
2016,Ireland,Kuwait,"G / SP",*,,*,0,,*,*,*,*,
2016,Ireland,Kuwait,"G / AR",*,,*,0,,*,0,*,5,
2016,Ireland,Kuwait,"G / RA",,,*,,,,,,,
2016,Ireland,Kuwait,"G / FI",12,,7,7,,7,*,18,*,
2016,Iraq,Kuwait,"U / FI",8,8,,,,,,,8,8
